LastFoundTime,RiskName,RiskId,InstanceId,InstanceName,RegionId,PublicIp,PrivateIp,Item,Type,Level,Status
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Delete redundant and expired accounts in a timely manner to avoid shared accounts.,Access control,high,Success
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Apply the principle of least privilege to administrators to guarantee the separation of duties.,Access control,high,Success
2022-01-18 07:12:58,Windows 2012 R2 Baseline for China classified protection of cybersecurity-Level III,53,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Allow a security principal to configure an access control policy to specify the rules for the principal's access to an object.,Access control,high,Success
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Enforce password history` is set to '24 or more password(s)' ,Password Policy,high,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Minimum password age is set to '1 or more day(s)',Password Policy,high,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Minimum password length` is set to '14 or more character(s)',Password Policy,high,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Password must meet complexity requirements` is set to `Enabled`,Password Policy,high,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Account lockout duration` is set to '15 or more minute(s)',Configuring account locking policy,high,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,"Ensure `Account lockout threshold` is set to '10 or fewer invalid logon attempt(s), but not 0' ",Configuring account locking policy,high,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Reset account lockout counter after` is set to '15 or more minute(s)',Configuring account locking policy,high,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Configure `Access this computer from the network`,User rights assignment,high,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Configure `Allow log on locally`,User rights assignment,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Back up files and directories` is set to 'Administrators',User rights assignment,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Configure `Deny access to this computer from the network`,User rights assignment,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Deny log on as a batch job` to include 'Guests',User rights assignment,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Deny log on as a service` to include 'Guests' ,User rights assignment,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Deny log on locally` to include 'Guests' ,User rights assignment,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Configure `Deny log on through Remote Desktop Services`,User rights assignment,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Configure `Impersonate a client after authentication`,User rights assignment,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Restore files and directories` is set to `Administrators`,User rights assignment,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Shut down the system` is set to `Administrators`,User rights assignment,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Configure `Accounts: Rename administrator account`,Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Configure `Accounts: Rename guest account`,Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Domain controller: LDAP server signing requirements` is set to `Require signing` (DC only),Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Interactive logon: Do not display last user name` is set to `Enabled`,Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Configure `Interactive logon: Message text for users attempting to log on`,Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Configure `Interactive logon: Message title for users attempting to log on`,Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Interactive logon: Number of previous logons to cache (in case domain controller is not available)` is set to `4 or fewer logon(s)` (MS only),Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Interactive logon: Require Domain Controller Authentication to unlock workstation` is set to `Enabled` (MS only),Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Interactive logon: Smart card removal behavior` is set to `Lock Workstation` or higher,Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Microsoft network client: Digitally sign communications (always)` is set to `Enabled`,Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Microsoft network server: Digitally sign communications (always)` is set to `Enabled`,Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Microsoft network server: Digitally sign communications (if client agrees)` is set to `Enabled`,Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Microsoft network server: Server SPN target name validation level` is set to `Accept if provided by client` or higher (MS only),Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Network access: Do not allow anonymous enumeration of SAM accounts and shares` is set to `Enabled` (MS only),Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Network access: Do not allow storage of passwords and credentials for network authentication` is set to `Enabled`,Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Network security: Allow Local System to use computer identity for NTLM` is set to `Enabled`,Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Network security: Allow LocalSystem NULL session fallback` is set to `Disabled`,Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,"Ensure `Network Security: Configure encryption types allowed for Kerberos` is set to `RC4_HMAC_MD5, AES128_HMAC_SHA1, AES256_HMAC_SHA1, Future encryption types`",Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Network security: Force logoff when logon hours expire` is set to `Enabled`,Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Network security: LAN Manager authentication level` is set to `Send NTLMv2 response only. Refuse LM & NTLM`,Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,"Ensure `Network security: Minimum session security for NTLM SSP based (including secure RPC) clients` is set to `Require NTLMv2 session security, Require 128-bit encryption`",Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,"Ensure `Network security: Minimum session security for NTLM SSP based (including secure RPC) servers` is set to `Require NTLMv2 session security, Require 128-bit encryption`",Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `User Account Control: Admin Approval Mode for the Built-in Administrator account` is set to `Enabled`,Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,"Ensure `User Account Control: Behavior of the elevation prompt for administrators in Admin Approval Mode` is set to `Prompt for consent on the secure desktop`
Default Value:
Prompt for consent for non-Windows binaries",Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure 'User Account Control: Behavior of the elevation prompt for standard users' is set to 'Automatically deny elevation requests' ,Security Options,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Windows Firewall: Domain: Settings: Display a notification` is set to `No`,Firewall Configuration,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Windows Firewall: Domain: Logging: Name` is set to `%SYSTEMROOT%\System32\logfiles\firewall\domainfw.log`,Firewall Configuration,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,"Ensure `Windows Firewall: Domain: Logging: Size limit (KB)` is set to `16,384 KB or greater`",Firewall Configuration,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Windows Firewall: Domain: Logging: Log dropped packets` is set to `Yes`,Firewall Configuration,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Windows Firewall: Domain: Logging: Log successful connections` is set to `Yes`,Firewall Configuration,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Windows Firewall: Private: Settings: Display a notification` is set to `No`,Firewall Configuration,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Windows Firewall: Private: Logging: Name` ,Firewall Configuration,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,"Ensure `Windows Firewall: Private: Logging: Size limit (KB)` is set to `16,384 KB or greater`",Firewall Configuration,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Windows Firewall: Private: Logging: Log dropped packets` is set to `Yes`,Firewall Configuration,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Windows Firewall: Public: Settings: Display a notification` is set to `No`,Firewall Configuration,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Windows Firewall: Public: Logging: Name` ,Firewall Configuration,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,"Ensure `Windows Firewall: Public: Logging: Size limit (KB)` is set to `16,384 KB or greater`",Firewall Configuration,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Windows Firewall: Public: Logging: Log successful connections` is set to `Yes`,Firewall Configuration,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Windows Firewall: Public: Logging: Log dropped packets` is set to `Yes`,Firewall Configuration,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Credential Validation` is set to `Success and Failure`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Application Group Management` is set to `Success and Failure`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Computer Account Management` is set to `Success and Failure`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Distribution Group Management` is set to `Success and Failure`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Other Account Management Events` is set to `Success and Failure`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Security Group Management` is set to `Success and Failure`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit User Account Management` is set to `Success and Failure`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Process Creation` is set to `Success and Failure`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Directory Service Access` is set to `Success and Failure` (DC only),Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Directory Service Changes` is set to `Success and Failure` (DC only),Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Account Lockout` is set to `Success`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Logoff` is set to `Success`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Logon` is set to `Success and Failure`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Other Logon/Logoff Events` is set to `Success and Failure`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Special Logon` is set to `Success`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Audit Policy Change` is set to `Success and Failure` ,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Authentication Policy Change` is set to `Success` ,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Sensitive Privilege Use` is set to `Success and Failure`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit IPsec Driver` is set to `Success and Failure`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Other System Events` is set to `Success and Failure`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Security State Change` is set to `Success`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit Security System Extension` is set to `Success and Failure`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Audit System Integrity` is set to `Success and Failure`,Audit Policy,medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure LAPS AdmPwd GPO Extension / CSE is installed (MS only),Local Administrator Password Solution (LAPS),medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Do not allow password expiration time longer than required by policy` is set to `Enabled` (MS only) ,Local Administrator Password Solution (LAPS),medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Enable Local Admin Password Management` is set to `Enabled` (MS only),Local Administrator Password Solution (LAPS),medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Password Settings: Password Complexity` is set to `Enabled: Large letters + small letters + numbers + special characters` (MS only) ,Local Administrator Password Solution (LAPS),medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Password Settings: Password Length` is set to 15 or more(MS only),Local Administrator Password Solution (LAPS),medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `Password Settings: Password Age (Days)` is set to 30 or fewer(MS only) ,Local Administrator Password Solution (LAPS),medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `MSS: (AutoAdminLogon) Enable Automatic Logon (not recommended)` is set to `Disabled`,Microsoft Security Solutions (MSS),medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,"Ensure `MSS: (DisableIPSourceRouting IPv6) IP source routing protection level (protects against packet spoofing)` is set to `Enabled: Highest protection, source routing is completely disabled`",Microsoft Security Solutions (MSS),medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73," Ensure `MSS: (DisableIPSourceRouting) IP source routing protection level (protects against packet spoofing)` is set to `Enabled: Highest protection, source routing is completely disabled`",Microsoft Security Solutions (MSS),medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73, Ensure `MSS: (EnableICMPRedirect) Allow ICMP redirects to override OSPF generated routes` is set to `disabled`,Microsoft Security Solutions (MSS),medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `MSS: (NoNameReleaseOnDemand) Allow the computer to ignore NetBIOS name release requests except from WINS servers` is set to `Enabled`,Microsoft Security Solutions (MSS),medium,Failed
2022-01-18 07:12:58, CIS Microsoft Windows Server 2012 R2 Benchmark,66,i-gw8fmfi2vj85ejovlmum,launch-advisor-20200714,eu-central-1,8.211.4.8,172.21.1.73,Ensure `MSS: (ScreenSaverGracePeriod) The time in seconds before the screen saver grace period expires (0 recommended)` is set to `Enabled: 5 or fewer seconds`,Microsoft Security Solutions (MSS),medium,Failed
